,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
50426,2016,ak,alaska,21.7,973.0,3,,,2
50450,2016,az,arizona,35.8,630.0,0,,,4
50451,2016,az,arizona,30.5,2280.0,1,,,4
50452,2016,az,arizona,30.2,3072.0,2,,,4
50453,2016,az,arizona,22.2,4024.0,3,,,4
50477,2016,ar,arkansas,34.6,476.0,0,,,5
50478,2016,ar,arkansas,36.5,1686.0,1,,,5
50479,2016,ar,arkansas,37.8,1245.0,2,,,5
50480,2016,ar,arkansas,31.6,1446.0,3,,,5
50504,2016,ca,california,36.0,1256.0,0,,,6
50505,2016,ca,california,26.9,1945.0,1,,,6
50506,2016,ca,california,26.7,2599.0,2,,,6
50507,2016,ca,california,15.1,4531.0,3,,,6
50531,2016,co,colorado,27.6,762.0,0,,,8
50532,2016,co,colorado,25.9,2917.0,1,,,8
50533,2016,co,colorado,23.9,3742.0,2,,,8
50558,2016,ct,connecticut,34.0,468.0,0,,,9
50559,2016,ct,connecticut,29.8,2358.0,1,,,9
50560,2016,ct,connecticut,27.4,2274.0,2,,,9
50561,2016,ct,connecticut,19.4,4842.0,3,,,9
50585,2016,de,delaware,41.3,329.0,0,,,10
50586,2016,de,delaware,34.0,1154.0,1,,,10
50587,2016,de,delaware,28.9,920.0,2,,,10
50588,2016,de,delaware,24.2,1291.0,3,,,10
50612,2016,dc,district of columbia,40.7,191.0,0,,,11
50613,2016,dc,district of columbia,30.4,783.0,1,,,11
50614,2016,dc,district of columbia,31.5,640.0,2,,,11
50615,2016,dc,district of columbia,13.4,1857.0,3,,,11
50639,2016,fl,florida,32.4,3313.0,0,,,12
50666,2016,ga,georgia,38.2,555.0,0,,,13
50667,2016,ga,georgia,32.3,1339.0,1,,,13
50668,2016,ga,georgia,34.1,1264.0,2,,,13
50669,2016,ga,georgia,23.5,1717.0,3,,,13
50693,2016,hi,hawaii,26.6,276.0,0,,,15
50694,2016,hi,hawaii,27.5,2004.0,1,,,15
50695,2016,hi,hawaii,24.9,2123.0,2,,,15
50696,2016,hi,hawaii,17.8,3244.0,3,,,15
50720,2016,id,idaho,32.0,314.0,0,,,16
50721,2016,id,idaho,28.7,1388.0,1,,,16
50722,2016,id,idaho,28.1,1534.0,2,,,16
50723,2016,id,idaho,22.6,1625.0,3,,,16
50747,2016,il,illinois,39.4,316.0,0,,,17
50748,2016,il,illinois,33.2,1037.0,1,,,17
50749,2016,il,illinois,32.4,1308.0,2,,,17
50750,2016,il,illinois,26.2,1857.0,3,,,17
50774,2016,in,indiana,34.0,833.0,0,,,18
50775,2016,in,indiana,33.8,3488.0,1,,,18
50776,2016,in,indiana,34.1,2579.0,2,,,18
50777,2016,in,indiana,27.2,3400.0,3,,,18
50801,2016,ia,iowa,38.6,341.0,0,,,19
50802,2016,ia,iowa,32.8,2216.0,1,,,19
50803,2016,ia,iowa,33.2,1934.0,2,,,19
50804,2016,ia,iowa,26.7,2148.0,3,,,19
50829,2016,ks,kansas,30.4,521.0,0,,,20
50830,2016,ks,kansas,32.3,3037.0,1,,,20
50831,2016,ks,kansas,33.6,3236.0,2,,,20
50832,2016,ks,kansas,27.3,4140.0,3,,,20
50855,2016,ky,kentucky,37.4,870.0,0,,,21
50856,2016,ky,kentucky,35.4,3055.0,1,,,21
50857,2016,ky,kentucky,34.3,2718.0,2,,,21
50858,2016,ky,kentucky,29.4,2926.0,3,,,21
50882,2016,la,louisiana,36.3,540.0,0,,,22
50883,2016,la,louisiana,38.2,1610.0,1,,,22
50884,2016,la,louisiana,36.0,1265.0,2,,,22
50885,2016,la,louisiana,29.3,1445.0,3,,,22
50909,2016,me,maine,35.7,441.0,0,,,23
50910,2016,me,maine,33.3,2871.0,1,,,23
50911,2016,me,maine,31.8,2557.0,2,,,23
50912,2016,me,maine,21.9,3673.0,3,,,23
50936,2016,md,maryland,35.4,898.0,0,,,24
50937,2016,md,maryland,33.6,4394.0,1,,,24
50938,2016,md,maryland,32.8,3797.0,2,,,24
50963,2016,ma,massachusetts,32.5,448.0,0,,,25
50964,2016,ma,massachusetts,27.7,1668.0,1,,,25
50965,2016,ma,massachusetts,23.7,1705.0,2,,,25
50966,2016,ma,massachusetts,18.0,3629.0,3,,,25
50990,2016,mi,michigan,33.8,602.0,0,,,26
50991,2016,mi,michigan,36.3,3031.0,1,,,26
50992,2016,mi,michigan,33.2,3445.0,2,,,26
50993,2016,mi,michigan,26.2,4040.0,3,,,26
51017,2016,mn,minnesota,33.0,655.0,0,,,27
51018,2016,mn,minnesota,30.4,3768.0,1,,,27
51019,2016,mn,minnesota,29.5,4742.0,2,,,27
51044,2016,ms,mississippi,34.1,628.0,0,,,28
51045,2016,ms,mississippi,38.3,1561.0,1,,,28
51046,2016,ms,mississippi,40.8,1250.0,2,,,28
51047,2016,ms,mississippi,32.0,1378.0,3,,,28
51071,2016,mo,missouri,37.9,574.0,0,,,29
51072,2016,mo,missouri,31.2,2145.0,1,,,29
51073,2016,mo,missouri,33.9,1837.0,2,,,29
51074,2016,mo,missouri,26.6,2018.0,3,,,29
51098,2016,mt,montana,26.2,352.0,0,,,30
51099,2016,mt,montana,27.4,1632.0,1,,,30
51100,2016,mt,montana,26.6,1656.0,2,,,30
51101,2016,mt,montana,21.7,1836.0,3,,,30
51125,2016,ne,nebraska,34.6,831.0,0,,,31
51126,2016,ne,nebraska,33.4,4745.0,1,,,31
51127,2016,ne,nebraska,32.1,4328.0,2,,,31
51128,2016,ne,nebraska,29.5,4259.0,3,,,31
51152,2016,nv,nevada,26.6,318.0,0,,,32
51153,2016,nv,nevada,30.6,1090.0,1,,,32
51154,2016,nv,nevada,25.5,1205.0,2,,,32
51155,2016,nv,nevada,19.2,1360.0,3,,,32
51179,2016,nh,new hampshire,33.5,285.0,0,,,33
51180,2016,nh,new hampshire,28.7,1582.0,1,,,33
51181,2016,nh,new hampshire,26.7,1533.0,2,,,33
51182,2016,nh,new hampshire,22.8,2484.0,3,,,33
51206,2016,nj,new jersey,41.5,483.0,0,,,34
51207,2016,nj,new jersey,29.2,1814.0,1,,,34
51208,2016,nj,new jersey,28.5,1614.0,2,,,34
51209,2016,nj,new jersey,20.2,2879.0,3,,,34
51233,2016,nm,new mexico,32.4,634.0,0,,,35
51234,2016,nm,new mexico,27.7,1500.0,1,,,35
51235,2016,nm,new mexico,31.0,1556.0,2,,,35
51236,2016,nm,new mexico,22.4,1832.0,3,,,35
51260,2016,ny,new york,31.9,2623.0,0,,,36
51287,2016,nc,north carolina,38.1,642.0,0,,,37
51288,2016,nc,north carolina,34.5,1631.0,1,,,37
51289,2016,nc,north carolina,32.1,1737.0,2,,,37
51290,2016,nc,north carolina,25.5,1967.0,3,,,37
51314,2016,nd,north dakota,30.5,296.0,0,,,38
51315,2016,nd,north dakota,32.5,1542.0,1,,,38
51316,2016,nd,north dakota,34.0,1753.0,2,,,38
51317,2016,nd,north dakota,28.7,1747.0,3,,,38
51341,2016,oh,ohio,35.6,795.0,0,,,39
51343,2016,oh,ohio,32.0,3072.0,2,,,39
51344,2016,oh,ohio,25.4,3487.0,3,,,39
51369,2016,ok,oklahoma,39.3,470.0,0,,,40
51370,2016,ok,oklahoma,31.5,1906.0,1,,,40
51371,2016,ok,oklahoma,34.6,2055.0,2,,,40
51372,2016,ok,oklahoma,27.9,2002.0,3,,,40
51396,2016,or,oregon,39.0,267.0,0,,,41
51397,2016,or,oregon,31.2,1155.0,1,,,41
51398,2016,or,oregon,30.8,1544.0,2,,,41
51399,2016,or,oregon,20.4,2017.0,3,,,41
51423,2016,pa,pennsylvania,35.3,370.0,0,,,42
51424,2016,pa,pennsylvania,34.7,1972.0,1,,,42
51425,2016,pa,pennsylvania,30.5,1496.0,2,,,42
51426,2016,pa,pennsylvania,21.9,2514.0,3,,,42
51450,2016,ri,rhode island,37.8,352.0,0,,,44
51451,2016,ri,rhode island,30.6,1280.0,1,,,44
51452,2016,ri,rhode island,24.4,1218.0,2,,,44
51453,2016,ri,rhode island,20.1,2071.0,3,,,44
51477,2016,sc,south carolina,34.3,1132.0,0,,,45
51478,2016,sc,south carolina,34.8,3166.0,1,,,45
51479,2016,sc,south carolina,34.1,2845.0,2,,,45
51480,2016,sc,south carolina,25.7,3347.0,3,,,45
51504,2016,sd,south dakota,26.9,289.0,0,,,46
51505,2016,sd,south dakota,31.3,1475.0,1,,,46
51506,2016,sd,south dakota,29.5,1704.0,2,,,46
51507,2016,sd,south dakota,28.7,1897.0,3,,,46
51531,2016,tn,tennessee,35.2,605.0,0,,,47
51532,2016,tn,tennessee,36.7,1831.0,1,,,47
51533,2016,tn,tennessee,37.5,1473.0,2,,,47
51534,2016,tn,tennessee,28.5,1739.0,3,,,47
51558,2016,tx,texas,38.8,1162.0,0,,,48
51559,2016,tx,texas,36.8,2733.0,1,,,48
51560,2016,tx,texas,35.4,2768.0,2,,,48
51561,2016,tx,texas,24.6,4102.0,3,,,48
51585,2016,ut,utah,27.9,433.0,0,,,49
51586,2016,ut,utah,27.5,2517.0,1,,,49
51587,2016,ut,utah,25.1,3343.0,2,,,49
51588,2016,ut,utah,23.1,3731.0,3,,,49
51612,2016,vt,vermont,34.5,299.0,0,,,50
51613,2016,vt,vermont,31.9,1731.0,1,,,50
51614,2016,vt,vermont,28.3,1423.0,2,,,50
51615,2016,vt,vermont,19.5,2611.0,3,,,50
51639,2016,va,virginia,34.6,655.0,0,,,51
51640,2016,va,virginia,32.1,2168.0,1,,,51
51641,2016,va,virginia,31.9,2062.0,2,,,51
51642,2016,va,virginia,22.0,3385.0,3,,,51
51666,2016,wa,washington,34.1,675.0,0,,,53
51667,2016,wa,washington,31.0,2851.0,1,,,53
51668,2016,wa,washington,32.6,3803.0,2,,,53
51693,2016,wv,west virginia,33.9,771.0,0,,,54
51694,2016,wv,west virginia,40.7,2424.0,1,,,54
51695,2016,wv,west virginia,38.8,1600.0,2,,,54
51696,2016,wv,west virginia,32.3,1832.0,3,,,54
51720,2016,wi,wisconsin,28.8,250.0,0,,,55
51721,2016,wi,wisconsin,32.9,1538.0,1,,,55
51722,2016,wi,wisconsin,34.3,1315.0,2,,,55
51723,2016,wi,wisconsin,24.2,1686.0,3,,,55
51747,2016,wy,wyoming,27.9,207.0,0,,,56
51748,2016,wy,wyoming,25.3,1199.0,1,,,56
51749,2016,wy,wyoming,31.8,1360.0,2,,,56
51750,2016,wy,wyoming,24.2,1427.0,3,,,56
51774,2016,gu,guam,31.9,128.0,0,,,66
51775,2016,gu,guam,33.0,491.0,1,,,66
51776,2016,gu,guam,23.7,353.0,2,,,66
51777,2016,gu,guam,22.4,503.0,3,,,66
51800,2016,pr,puerto rico,34.5,1061.0,0,,,72
51801,2016,pr,puerto rico,30.9,1345.0,1,,,72
51802,2016,pr,puerto rico,29.5,1420.0,2,,,72
51803,2016,pr,puerto rico,27.9,1688.0,3,,,72
51827,2016,vi,virgin islands,23.6,226.0,0,,,78
51828,2016,vi,virgin islands,39.0,374.0,1,,,78
51829,2016,vi,virgin islands,40.0,218.0,2,,,78
51830,2016,vi,virgin islands,32.5,365.0,3,,,78
51936,2016,al,alabama,48.7,783.0,0,,,1
51937,2016,al,alabama,33.4,2224.0,1,,,1
51938,2016,al,alabama,24.9,2043.0,2,,,1
51939,2016,al,alabama,15.5,1944.0,3,,,1
51963,2016,ak,alaska,36.8,164.0,0,,,2
51964,2016,ak,alaska,21.4,831.0,1,,,2
51965,2016,ak,alaska,19.4,882.0,2,,,2
51966,2016,ak,alaska,8.9,1020.0,3,,,2
51990,2016,az,arizona,41.4,718.0,0,,,4
51991,2016,az,arizona,27.5,2513.0,1,,,4
51992,2016,az,arizona,19.9,3339.0,2,,,4
51993,2016,az,arizona,12.0,4312.0,3,,,4
52017,2016,ar,arkansas,54.5,524.0,0,,,5
52018,2016,ar,arkansas,34.9,1831.0,1,,,5
52019,2016,ar,arkansas,26.9,1352.0,2,,,5
52020,2016,ar,arkansas,19.3,1564.0,3,,,5
52044,2016,ca,california,35.9,1494.0,0,,,6
52045,2016,ca,california,22.4,2125.0,1,,,6
52046,2016,ca,california,18.5,2810.0,2,,,6
52047,2016,ca,california,11.2,4877.0,3,,,6
52071,2016,co,colorado,31.8,872.0,0,,,8
52072,2016,co,colorado,22.2,3186.0,1,,,8
52073,2016,co,colorado,15.4,4120.0,2,,,8
52098,2016,ct,connecticut,38.8,540.0,0,,,9
52099,2016,ct,connecticut,27.7,2614.0,1,,,9
52100,2016,ct,connecticut,19.6,2518.0,2,,,9
52101,2016,ct,connecticut,11.7,5326.0,3,,,9
52125,2016,de,delaware,44.6,401.0,0,,,10
52126,2016,de,delaware,32.8,1248.0,1,,,10
52127,2016,de,delaware,23.4,989.0,2,,,10
52128,2016,de,delaware,14.7,1399.0,3,,,10
52152,2016,dc,district of columbia,32.4,219.0,0,,,11
52153,2016,dc,district of columbia,28.6,879.0,1,,,11
52154,2016,dc,district of columbia,17.2,699.0,2,,,11
52155,2016,dc,district of columbia,7.8,2023.0,3,,,11
52179,2016,fl,florida,49.5,3885.0,0,,,12
52206,2016,ga,georgia,49.6,616.0,0,,,13
52207,2016,ga,georgia,34.5,1475.0,1,,,13
52208,2016,ga,georgia,25.1,1382.0,2,,,13
52209,2016,ga,georgia,16.5,1880.0,3,,,13
52233,2016,hi,hawaii,34.7,298.0,0,,,15
52234,2016,hi,hawaii,25.8,2103.0,1,,,15
52235,2016,hi,hawaii,19.2,2241.0,2,,,15
52236,2016,hi,hawaii,13.0,3428.0,3,,,15
52260,2016,id,idaho,35.9,355.0,0,,,16
52261,2016,id,idaho,28.0,1491.0,1,,,16
52262,2016,id,idaho,16.7,1645.0,2,,,16
52263,2016,id,idaho,8.3,1732.0,3,,,16
52287,2016,il,illinois,44.4,350.0,0,,,17
52288,2016,il,illinois,30.0,1097.0,1,,,17
52289,2016,il,illinois,20.7,1360.0,2,,,17
52290,2016,il,illinois,12.7,1954.0,3,,,17
52314,2016,in,indiana,41.2,890.0,0,,,18
52315,2016,in,indiana,34.0,3746.0,1,,,18
52316,2016,in,indiana,22.3,2750.0,2,,,18
52317,2016,in,indiana,13.1,3628.0,3,,,18
52341,2016,ia,iowa,33.9,384.0,0,,,19
