,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
15524,2014,mi,michigan,45.9,453.0,0,,,26
15525,2014,mi,michigan,32.8,2309.0,1,,,26
15526,2014,mi,michigan,21.4,2481.0,2,,,26
15527,2014,mi,michigan,11.8,3175.0,3,,,26
15552,2011,mn,minnesota,28.2,632.0,0,,,27
15553,2011,mn,minnesota,28.9,3547.0,1,,,27
15554,2011,mn,minnesota,27.2,4307.0,2,,,27
15579,2011,mn,minnesota,32.7,632.0,0,,,27
15580,2011,mn,minnesota,36.3,3547.0,1,,,27
15581,2011,mn,minnesota,36.4,4307.0,2,,,27
15619,2011,mn,minnesota,38.4,4322.0,2,,,27
15625,2011,mn,minnesota,42.0,3490.0,1,,,27
15627,2011,mn,minnesota,43.9,612.0,0,,,27
15637,2011,mn,minnesota,33.0,595.0,0,,,27
15638,2011,mn,minnesota,30.1,3434.0,1,,,27
15639,2011,mn,minnesota,23.3,4270.0,2,,,27
15666,2011,mn,minnesota,41.1,621.0,0,,,27
15667,2011,mn,minnesota,47.8,3449.0,1,,,27
15668,2011,mn,minnesota,55.1,4234.0,2,,,27
15709,2011,mn,minnesota,15.7,609.0,0,,,27
15710,2011,mn,minnesota,14.6,3397.0,1,,,27
15711,2011,mn,minnesota,21.2,4192.0,2,,,27
15723,2011,mn,minnesota,29.7,620.0,0,,,27
15724,2011,mn,minnesota,31.8,3430.0,1,,,27
15725,2011,mn,minnesota,33.0,4211.0,2,,,27
15748,2011,mn,minnesota,29.5,4333.0,2,,,27
15770,2011,mn,minnesota,23.5,3511.0,1,,,27
15773,2011,mn,minnesota,26.2,632.0,0,,,27
15778,2011,mn,minnesota,37.4,645.0,0,,,27
15779,2011,mn,minnesota,28.1,3579.0,1,,,27
15781,2011,mn,minnesota,21.1,4387.0,2,,,27
15807,2012,mn,minnesota,31.6,534.0,0,,,27
15808,2012,mn,minnesota,28.2,2840.0,1,,,27
15809,2012,mn,minnesota,27.4,3364.0,2,,,27
15810,2012,mn,minnesota,19.6,4670.0,3,,,27
15835,2012,mn,minnesota,36.0,534.0,0,,,27
15836,2012,mn,minnesota,37.1,2840.0,1,,,27
15837,2012,mn,minnesota,37.2,3364.0,2,,,27
15838,2012,mn,minnesota,38.0,4670.0,3,,,27
15863,2012,mn,minnesota,32.9,574.0,0,,,27
15864,2012,mn,minnesota,22.7,3047.0,1,,,27
15865,2012,mn,minnesota,16.7,3589.0,2,,,27
15866,2012,mn,minnesota,8.7,4936.0,3,,,27
15888,2013,mn,minnesota,27.1,544.0,0,,,27
15889,2013,mn,minnesota,28.7,3301.0,1,,,27
15890,2013,mn,minnesota,27.9,4004.0,2,,,27
15917,2013,mn,minnesota,36.3,544.0,0,,,27
15918,2013,mn,minnesota,36.7,3301.0,1,,,27
15919,2013,mn,minnesota,33.0,4004.0,2,,,27
15944,2013,mn,minnesota,45.0,518.0,0,,,27
15945,2013,mn,minnesota,43.0,3151.0,1,,,27
15946,2013,mn,minnesota,40.9,3928.0,2,,,27
15974,2013,mn,minnesota,22.8,3877.0,2,,,27
15976,2013,mn,minnesota,30.8,3083.0,1,,,27
15985,2013,mn,minnesota,30.5,497.0,0,,,27
16013,2013,mn,minnesota,37.3,507.0,0,,,27
16014,2013,mn,minnesota,47.6,3091.0,1,,,27
16015,2013,mn,minnesota,53.1,3849.0,2,,,27
16028,2013,mn,minnesota,14.2,500.0,0,,,27
16029,2013,mn,minnesota,18.1,3060.0,1,,,27
16030,2013,mn,minnesota,19.8,3808.0,2,,,27
16031,2013,mn,minnesota,27.2,5392.0,3,,,27
16057,2013,mn,minnesota,22.4,507.0,0,,,27
16058,2013,mn,minnesota,29.6,3064.0,1,,,27
16059,2013,mn,minnesota,28.3,3816.0,2,,,27
16087,2013,mn,minnesota,27.0,3170.0,1,,,27
16088,2013,mn,minnesota,23.9,522.0,0,,,27
16089,2013,mn,minnesota,30.5,3916.0,2,,,27
16117,2013,mn,minnesota,45.5,534.0,0,,,27
16118,2013,mn,minnesota,30.3,3204.0,1,,,27
16119,2013,mn,minnesota,21.5,3968.0,2,,,27
16141,2014,mn,minnesota,31.6,618.0,0,,,27
16142,2014,mn,minnesota,29.3,3803.0,1,,,27
16143,2014,mn,minnesota,30.3,4793.0,2,,,27
16169,2014,mn,minnesota,32.4,618.0,0,,,27
16170,2014,mn,minnesota,37.1,3803.0,1,,,27
16171,2014,mn,minnesota,36.0,4793.0,2,,,27
16198,2014,mn,minnesota,36.7,667.0,0,,,27
16199,2014,mn,minnesota,27.9,4080.0,1,,,27
16200,2014,mn,minnesota,18.4,5134.0,2,,,27
16226,2011,ms,mississippi,35.4,1380.0,0,,,28
16227,2011,ms,mississippi,34.7,2804.0,1,,,28
16228,2011,ms,mississippi,36.9,2231.0,2,,,28
16229,2011,ms,mississippi,31.2,2076.0,3,,,28
16254,2011,ms,mississippi,30.2,1380.0,0,,,28
16256,2011,ms,mississippi,33.9,2231.0,2,,,28
16257,2011,ms,mississippi,37.4,2076.0,3,,,28
16283,2011,ms,mississippi,41.3,2059.0,3,,,28
16288,2011,ms,mississippi,49.9,2192.0,2,,,28
16293,2011,ms,mississippi,52.0,2717.0,1,,,28
16311,2011,ms,mississippi,46.1,1290.0,0,,,28
16312,2011,ms,mississippi,34.5,2681.0,1,,,28
16313,2011,ms,mississippi,28.5,2161.0,2,,,28
16314,2011,ms,mississippi,20.3,2048.0,3,,,28
16340,2011,ms,mississippi,30.9,1318.0,0,,,28
16341,2011,ms,mississippi,37.7,2677.0,1,,,28
16342,2011,ms,mississippi,42.0,2154.0,2,,,28
16343,2011,ms,mississippi,50.1,2026.0,3,,,28
16375,2011,ms,mississippi,27.4,2019.0,3,,,28
16392,2011,ms,mississippi,8.3,1308.0,0,,,28
16393,2011,ms,mississippi,11.0,2666.0,1,,,28
16394,2011,ms,mississippi,17.8,2143.0,2,,,28
16395,2011,ms,mississippi,19.9,2023.0,3,,,28
16400,2011,ms,mississippi,20.8,1313.0,0,,,28
16401,2011,ms,mississippi,24.0,2661.0,1,,,28
16402,2011,ms,mississippi,23.1,2146.0,2,,,28
16426,2011,ms,mississippi,27.2,2214.0,2,,,28
16427,2011,ms,mississippi,29.9,2091.0,3,,,28
16444,2011,ms,mississippi,16.8,1388.0,0,,,28
16446,2011,ms,mississippi,21.5,2776.0,1,,,28
16452,2011,ms,mississippi,47.7,1399.0,0,,,28
16453,2011,ms,mississippi,38.5,2798.0,1,,,28
16454,2011,ms,mississippi,33.5,2232.0,2,,,28
16455,2011,ms,mississippi,22.7,2095.0,3,,,28
16480,2012,ms,mississippi,37.4,1250.0,0,,,28
16481,2012,ms,mississippi,34.1,2424.0,1,,,28
16482,2012,ms,mississippi,35.6,1888.0,2,,,28
16483,2012,ms,mississippi,30.6,1854.0,3,,,28
16508,2012,ms,mississippi,33.2,1250.0,0,,,28
16509,2012,ms,mississippi,34.5,2424.0,1,,,28
16510,2012,ms,mississippi,34.1,1888.0,2,,,28
16511,2012,ms,mississippi,35.6,1854.0,3,,,28
16536,2012,ms,mississippi,48.8,1320.0,0,,,28
16537,2012,ms,mississippi,34.7,2537.0,1,,,28
16538,2012,ms,mississippi,23.2,1971.0,2,,,28
16539,2012,ms,mississippi,18.0,1934.0,3,,,28
16561,2013,ms,mississippi,38.7,1101.0,0,,,28
16562,2013,ms,mississippi,38.2,2231.0,1,,,28
16563,2013,ms,mississippi,32.7,1739.0,2,,,28
16564,2013,ms,mississippi,30.6,1951.0,3,,,28
16588,2013,ms,mississippi,32.1,1101.0,0,,,28
16589,2013,ms,mississippi,32.8,2231.0,1,,,28
16590,2013,ms,mississippi,34.9,1739.0,2,,,28
16591,2013,ms,mississippi,37.2,1951.0,3,,,28
16618,2013,ms,mississippi,51.3,2107.0,1,,,28
16619,2013,ms,mississippi,47.0,1702.0,2,,,28
16620,2013,ms,mississippi,43.0,1928.0,3,,,28
16651,2013,ms,mississippi,19.8,1898.0,3,,,28
16653,2013,ms,mississippi,25.9,1677.0,2,,,28
16665,2013,ms,mississippi,44.4,996.0,0,,,28
16667,2013,ms,mississippi,34.0,2059.0,1,,,28
16674,2013,ms,mississippi,24.7,1043.0,0,,,28
16675,2013,ms,mississippi,34.8,2073.0,1,,,28
16676,2013,ms,mississippi,40.7,1682.0,2,,,28
16677,2013,ms,mississippi,48.7,1902.0,3,,,28
16721,2013,ms,mississippi,13.5,2057.0,1,,,28
16722,2013,ms,mississippi,17.5,1671.0,2,,,28
16723,2013,ms,mississippi,22.9,1892.0,3,,,28
16747,2013,ms,mississippi,27.8,1726.0,2,,,28
16749,2013,ms,mississippi,15.2,1033.0,0,,,28
16750,2013,ms,mississippi,21.3,2065.0,1,,,28
16751,2013,ms,mississippi,24.0,1674.0,2,,,28
16752,2013,ms,mississippi,27.4,1892.0,3,,,28
16761,2013,ms,mississippi,21.5,2148.0,1,,,28
16762,2013,ms,mississippi,12.9,1102.0,0,,,28
16763,2013,ms,mississippi,34.5,1950.0,3,,,28
16789,2013,ms,mississippi,53.2,1115.0,0,,,28
16790,2013,ms,mississippi,42.7,2173.0,1,,,28
16791,2013,ms,mississippi,34.0,1745.0,2,,,28
16792,2013,ms,mississippi,22.1,1961.0,3,,,28
16814,2014,ms,mississippi,36.9,547.0,0,,,28
16815,2014,ms,mississippi,37.7,1253.0,1,,,28
16816,2014,ms,mississippi,36.2,1047.0,2,,,28
16817,2014,ms,mississippi,29.4,1115.0,3,,,28
16842,2014,ms,mississippi,32.8,547.0,0,,,28
16843,2014,ms,mississippi,35.6,1253.0,1,,,28
16844,2014,ms,mississippi,34.7,1047.0,2,,,28
16845,2014,ms,mississippi,37.6,1115.0,3,,,28
16870,2014,ms,mississippi,49.7,580.0,0,,,28
16871,2014,ms,mississippi,37.0,1328.0,1,,,28
16872,2014,ms,mississippi,24.3,1096.0,2,,,28
16873,2014,ms,mississippi,17.1,1174.0,3,,,28
16897,2011,mo,missouri,33.8,651.0,0,,,29
16898,2011,mo,missouri,30.3,2148.0,1,,,29
16899,2011,mo,missouri,31.5,1585.0,2,,,29
16900,2011,mo,missouri,26.4,1698.0,3,,,29
16925,2011,mo,missouri,32.6,651.0,0,,,29
16926,2011,mo,missouri,33.4,2148.0,1,,,29
16927,2011,mo,missouri,35.4,1585.0,2,,,29
16928,2011,mo,missouri,36.5,1698.0,3,,,29
16951,2011,mo,missouri,31.9,1716.0,3,,,29
16965,2011,mo,missouri,45.4,1563.0,2,,,29
16967,2011,mo,missouri,47.8,2093.0,1,,,29
16971,2011,mo,missouri,51.3,614.0,0,,,29
16981,2011,mo,missouri,34.5,596.0,0,,,29
16982,2011,mo,missouri,29.8,2055.0,1,,,29
16983,2011,mo,missouri,22.4,1555.0,2,,,29
16984,2011,mo,missouri,17.2,1705.0,3,,,29
17010,2011,mo,missouri,39.9,589.0,0,,,29
17011,2011,mo,missouri,44.7,1983.0,1,,,29
17012,2011,mo,missouri,51.2,1470.0,2,,,29
17053,2011,mo,missouri,12.1,583.0,0,,,29
17054,2011,mo,missouri,13.8,1966.0,1,,,29
17055,2011,mo,missouri,16.2,1455.0,2,,,29
17056,2011,mo,missouri,26.6,1606.0,3,,,29
17067,2011,mo,missouri,24.9,572.0,0,,,29
17068,2011,mo,missouri,30.2,1921.0,1,,,29
17069,2011,mo,missouri,31.5,1431.0,2,,,29
17070,2011,mo,missouri,33.1,1560.0,3,,,29
17094,2011,mo,missouri,24.8,1576.0,2,,,29
17095,2011,mo,missouri,34.4,1723.0,3,,,29
17114,2011,mo,missouri,19.9,2127.0,1,,,29
17115,2011,mo,missouri,18.9,634.0,0,,,29
17121,2011,mo,missouri,41.7,640.0,0,,,29
17122,2011,mo,missouri,33.5,2153.0,1,,,29
17123,2011,mo,missouri,25.9,1596.0,2,,,29
17124,2011,mo,missouri,16.7,1732.0,3,,,29
17149,2012,mo,missouri,33.9,692.0,0,,,29
17150,2012,mo,missouri,29.1,2217.0,1,,,29
17151,2012,mo,missouri,29.9,1745.0,2,,,29
17152,2012,mo,missouri,27.3,1785.0,3,,,29
17176,2012,mo,missouri,32.2,692.0,0,,,29
17177,2012,mo,missouri,36.8,2217.0,1,,,29
17178,2012,mo,missouri,35.6,1745.0,2,,,29
17179,2012,mo,missouri,38.3,1785.0,3,,,29
17204,2012,mo,missouri,40.7,718.0,0,,,29
17205,2012,mo,missouri,29.5,2314.0,1,,,29
17206,2012,mo,missouri,21.7,1831.0,2,,,29
17207,2012,mo,missouri,12.6,1877.0,3,,,29
17232,2013,mo,missouri,31.3,704.0,0,,,29
17233,2013,mo,missouri,32.0,2331.0,1,,,29
17234,2013,mo,missouri,34.0,1817.0,2,,,29
17235,2013,mo,missouri,23.1,1919.0,3,,,29
17262,2013,mo,missouri,36.2,2331.0,1,,,29
17263,2013,mo,missouri,33.8,1817.0,2,,,29
17264,2013,mo,missouri,37.3,1919.0,3,,,29
17289,2013,mo,missouri,54.2,669.0,0,,,29
17290,2013,mo,missouri,46.1,2217.0,1,,,29
17291,2013,mo,missouri,42.1,1802.0,2,,,29
17292,2013,mo,missouri,34.4,1935.0,3,,,29
17316,2013,mo,missouri,35.9,641.0,0,,,29
17327,2013,mo,missouri,15.1,1923.0,3,,,29
17339,2013,mo,missouri,29.5,2175.0,1,,,29
17341,2013,mo,missouri,21.3,1775.0,2,,,29
17347,2013,mo,missouri,38.2,674.0,0,,,29
17348,2013,mo,missouri,46.9,2216.0,1,,,29
17349,2013,mo,missouri,49.1,1782.0,2,,,29
17376,2013,mo,missouri,10.2,670.0,0,,,29
17377,2013,mo,missouri,13.7,2198.0,1,,,29
17378,2013,mo,missouri,19.4,1769.0,2,,,29
17379,2013,mo,missouri,23.4,1898.0,3,,,29
17404,2013,mo,missouri,25.0,665.0,0,,,29
17405,2013,mo,missouri,30.4,2206.0,1,,,29
17406,2013,mo,missouri,31.3,1772.0,2,,,29
17407,2013,mo,missouri,32.8,1903.0,3,,,29
17432,2013,mo,missouri,19.8,2257.0,1,,,29
17434,2013,mo,missouri,20.2,695.0,0,,,29
17435,2013,mo,missouri,29.3,1829.0,2,,,29
17436,2013,mo,missouri,34.8,1939.0,3,,,29
17461,2013,mo,missouri,40.1,699.0,0,,,29
17462,2013,mo,missouri,34.2,2282.0,1,,,29
17463,2013,mo,missouri,27.5,1840.0,2,,,29
17464,2013,mo,missouri,15.1,1956.0,3,,,29
17486,2014,mo,missouri,33.7,671.0,0,,,29
17487,2014,mo,missouri,32.7,2209.0,1,,,29
17488,2014,mo,missouri,30.3,1826.0,2,,,29
17489,2014,mo,missouri,25.2,1982.0,3,,,29
17514,2014,mo,missouri,31.4,671.0,0,,,29
17515,2014,mo,missouri,33.6,2209.0,1,,,29
17516,2014,mo,missouri,37.7,1826.0,2,,,29
17517,2014,mo,missouri,36.5,1982.0,3,,,29
17540,2014,mo,missouri,41.1,703.0,0,,,29
17541,2014,mo,missouri,31.5,2329.0,1,,,29
17542,2014,mo,missouri,20.5,1920.0,2,,,29
17543,2014,mo,missouri,13.9,2081.0,3,,,29
17568,2011,mt,montana,23.5,717.0,0,,,30
17569,2011,mt,montana,27.8,3184.0,1,,,30
17570,2011,mt,montana,25.3,2888.0,2,,,30
17571,2011,mt,montana,20.2,3082.0,3,,,30
17595,2011,mt,montana,35.5,717.0,0,,,30
17596,2011,mt,montana,36.5,3184.0,1,,,30
17597,2011,mt,montana,35.1,2888.0,2,,,30
17598,2011,mt,montana,35.2,3082.0,3,,,30
17621,2011,mt,montana,27.6,3072.0,3,,,30
17633,2011,mt,montana,40.3,2825.0,2,,,30
17640,2011,mt,montana,45.0,3062.0,1,,,30
17644,2011,mt,montana,47.5,678.0,0,,,30
17653,2011,mt,montana,31.2,655.0,0,,,30
17654,2011,mt,montana,26.6,3030.0,1,,,30
17655,2011,mt,montana,19.7,2811.0,2,,,30
17656,2011,mt,montana,14.9,3060.0,3,,,30
17663,2011,mt,montana,14.0,3103.0,3,,,30
17682,2011,mt,montana,42.8,668.0,0,,,30
17683,2011,mt,montana,50.8,3040.0,1,,,30
17730,2011,mt,montana,13.6,655.0,0,,,30
17731,2011,mt,montana,16.5,3007.0,1,,,30
17732,2011,mt,montana,23.4,2773.0,2,,,30
17733,2011,mt,montana,29.1,3017.0,3,,,30
17739,2011,mt,montana,28.5,660.0,0,,,30
17740,2011,mt,montana,33.1,3021.0,1,,,30
17741,2011,mt,montana,35.8,2773.0,2,,,30
17742,2011,mt,montana,42.4,3020.0,3,,,30
17768,2011,mt,montana,22.7,691.0,0,,,30
17769,2011,mt,montana,24.6,3101.0,1,,,30
17770,2011,mt,montana,31.8,2841.0,2,,,30
17771,2011,mt,montana,37.6,3076.0,3,,,30
17794,2011,mt,montana,38.0,710.0,0,,,30
17795,2011,mt,montana,29.8,3139.0,1,,,30
17796,2011,mt,montana,23.4,2870.0,2,,,30
17820,2012,mt,montana,30.3,600.0,0,,,30
17821,2012,mt,montana,25.6,2670.0,1,,,30
17822,2012,mt,montana,26.3,2407.0,2,,,30
17823,2012,mt,montana,17.7,2668.0,3,,,30
17848,2012,mt,montana,35.0,600.0,0,,,30
17849,2012,mt,montana,38.1,2670.0,1,,,30
17850,2012,mt,montana,37.9,2407.0,2,,,30
17851,2012,mt,montana,35.4,2668.0,3,,,30
17876,2012,mt,montana,31.3,616.0,0,,,30
17877,2012,mt,montana,25.8,2754.0,1,,,30
17878,2012,mt,montana,20.3,2512.0,2,,,30
17879,2012,mt,montana,10.1,2765.0,3,,,30
17904,2013,mt,montana,24.2,682.0,0,,,30
17905,2013,mt,montana,27.3,2856.0,1,,,30
17906,2013,mt,montana,25.4,2814.0,2,,,30
17907,2013,mt,montana,20.5,2958.0,3,,,30
17932,2013,mt,montana,30.4,682.0,0,,,30
17933,2013,mt,montana,37.5,2856.0,1,,,30
17934,2013,mt,montana,36.8,2814.0,2,,,30
17935,2013,mt,montana,38.0,2958.0,3,,,30
17960,2013,mt,montana,47.9,642.0,0,,,30
17961,2013,mt,montana,43.8,2726.0,1,,,30
17962,2013,mt,montana,38.3,2754.0,2,,,30
17963,2013,mt,montana,29.9,2928.0,3,,,30
17998,2013,mt,montana,33.5,620.0,0,,,30
18003,2013,mt,montana,12.8,2916.0,3,,,30
18007,2013,mt,montana,24.8,2682.0,1,,,30
18009,2013,mt,montana,19.5,2728.0,2,,,30
18031,2013,mt,montana,47.7,627.0,0,,,30
18032,2013,mt,montana,53.0,2706.0,1,,,30
18044,2013,mt,montana,17.7,621.0,0,,,30
18045,2013,mt,montana,18.7,2678.0,1,,,30
18046,2013,mt,montana,23.4,2705.0,2,,,30
18047,2013,mt,montana,30.2,2891.0,3,,,30
18073,2013,mt,montana,32.3,622.0,0,,,30
18074,2013,mt,montana,36.4,2691.0,1,,,30
18075,2013,mt,montana,38.8,2702.0,2,,,30
18076,2013,mt,montana,43.4,2885.0,3,,,30
18098,2013,mt,montana,33.3,2767.0,2,,,30
18099,2013,mt,montana,38.2,2939.0,3,,,30
18123,2013,mt,montana,24.4,647.0,0,,,30
18124,2013,mt,montana,26.5,2751.0,1,,,30
18130,2013,mt,montana,34.6,657.0,0,,,30
18131,2013,mt,montana,27.2,2792.0,1,,,30
18132,2013,mt,montana,22.6,2792.0,2,,,30
18133,2013,mt,montana,12.9,2964.0,3,,,30
18156,2014,mt,montana,34.4,456.0,0,,,30
18157,2014,mt,montana,29.5,2104.0,1,,,30
18158,2014,mt,montana,26.1,2085.0,2,,,30
18159,2014,mt,montana,20.5,2412.0,3,,,30
18184,2014,mt,montana,31.5,456.0,0,,,30
18185,2014,mt,montana,34.9,2104.0,1,,,30
18186,2014,mt,montana,37.9,2085.0,2,,,30
18187,2014,mt,montana,38.6,2412.0,3,,,30
18213,2014,mt,montana,36.9,480.0,0,,,30
18214,2014,mt,montana,24.4,2244.0,1,,,30
18215,2014,mt,montana,18.6,2207.0,2,,,30
18216,2014,mt,montana,9.2,2529.0,3,,,30
18906,2011,ne,nebraska,28.1,1738.0,0,,,31
18941,2011,ne,nebraska,36.7,1738.0,0,,,31
18973,2011,ne,nebraska,41.6,1727.0,0,,,31
18990,2011,ne,nebraska,32.8,1672.0,0,,,31
19019,2011,ne,nebraska,36.2,1707.0,0,,,31
19071,2011,ne,nebraska,12.3,1689.0,0,,,31
19076,2011,ne,nebraska,23.6,1696.0,0,,,31
19104,2011,ne,nebraska,21.9,1768.0,0,,,31
19130,2011,ne,nebraska,42.9,1799.0,0,,,31
19158,2012,ne,nebraska,29.5,1194.0,0,,,31
19161,2012,ne,nebraska,24.5,5200.0,3,,,31
19186,2012,ne,nebraska,36.0,1194.0,0,,,31
19189,2012,ne,nebraska,38.0,5200.0,3,,,31
19214,2012,ne,nebraska,32.2,1302.0,0,,,31
19217,2012,ne,nebraska,11.3,5394.0,3,,,31
19242,2013,ne,nebraska,30.1,986.0,0,,,31
19244,2013,ne,nebraska,32.1,4995.0,2,,,31
19245,2013,ne,nebraska,24.3,4807.0,3,,,31
19271,2013,ne,nebraska,36.3,986.0,0,,,31
19273,2013,ne,nebraska,34.7,4995.0,2,,,31
19274,2013,ne,nebraska,38.3,4807.0,3,,,31
19300,2013,ne,nebraska,43.1,972.0,0,,,31
19301,2013,ne,nebraska,44.1,5255.0,1,,,31
19302,2013,ne,nebraska,41.8,4936.0,2,,,31
19303,2013,ne,nebraska,30.9,4769.0,3,,,31
19336,2013,ne,nebraska,31.0,940.0,0,,,31
19343,2013,ne,nebraska,15.9,4736.0,3,,,31
19349,2013,ne,nebraska,27.1,5143.0,1,,,31
19351,2013,ne,nebraska,23.5,4865.0,2,,,31
19356,2013,ne,nebraska,36.1,959.0,0,,,31
19357,2013,ne,nebraska,46.9,5176.0,1,,,31
19358,2013,ne,nebraska,51.2,4862.0,2,,,31
19385,2013,ne,nebraska,12.6,952.0,0,,,31
19386,2013,ne,nebraska,14.7,5136.0,1,,,31
19387,2013,ne,nebraska,19.4,4831.0,2,,,31
19388,2013,ne,nebraska,24.6,4705.0,3,,,31
19433,2013,ne,nebraska,22.5,950.0,0,,,31
19434,2013,ne,nebraska,29.9,5129.0,1,,,31
19435,2013,ne,nebraska,31.5,4840.0,2,,,31
19436,2013,ne,nebraska,33.8,4698.0,3,,,31
19442,2013,ne,nebraska,22.8,5304.0,1,,,31
19443,2013,ne,nebraska,20.6,993.0,0,,,31
19445,2013,ne,nebraska,29.3,4932.0,2,,,31
19446,2013,ne,nebraska,36.2,4779.0,3,,,31
19469,2013,ne,nebraska,41.0,1002.0,0,,,31
19470,2013,ne,nebraska,29.5,5365.0,1,,,31
19471,2013,ne,nebraska,25.1,4972.0,2,,,31
19472,2013,ne,nebraska,14.9,4802.0,3,,,31
19497,2014,ne,nebraska,34.9,1209.0,0,,,31
19523,2014,ne,nebraska,36.5,1209.0,0,,,31
19552,2014,ne,nebraska,35.8,1344.0,0,,,31
19580,2011,nv,nevada,27.6,341.0,0,,,32
19581,2011,nv,nevada,23.1,1448.0,1,,,32
19582,2011,nv,nevada,27.4,1690.0,2,,,32
19583,2011,nv,nevada,19.4,1717.0,3,,,32
19607,2011,nv,nevada,34.5,341.0,0,,,32
19608,2011,nv,nevada,38.7,1448.0,1,,,32
19609,2011,nv,nevada,31.6,1690.0,2,,,32
19610,2011,nv,nevada,38.7,1717.0,3,,,32
19635,2011,nv,nevada,25.5,1686.0,3,,,32
19643,2011,nv,nevada,36.1,1643.0,2,,,32
19655,2011,nv,nevada,41.6,1389.0,1,,,32
19659,2011,nv,nevada,45.4,326.0,0,,,32
19664,2011,nv,nevada,32.2,325.0,0,,,32
19665,2011,nv,nevada,29.2,1360.0,1,,,32
19666,2011,nv,nevada,20.9,1611.0,2,,,32
19667,2011,nv,nevada,16.7,1648.0,3,,,32
19692,2011,nv,nevada,43.4,323.0,0,,,32
19693,2011,nv,nevada,50.4,1352.0,1,,,32
19720,2011,nv,nevada,10.1,317.0,0,,,32
19721,2011,nv,nevada,19.3,1336.0,1,,,32
19723,2011,nv,nevada,24.5,1546.0,2,,,32
19724,2011,nv,nevada,28.0,1578.0,3,,,32
19750,2011,nv,nevada,28.7,323.0,0,,,32
19751,2011,nv,nevada,30.9,1333.0,1,,,32
19752,2011,nv,nevada,37.5,1557.0,2,,,32
19753,2011,nv,nevada,36.6,1582.0,3,,,32
19779,2011,nv,nevada,15.6,336.0,0,,,32
19780,2011,nv,nevada,27.8,1392.0,1,,,32
19781,2011,nv,nevada,33.8,1613.0,2,,,32
19782,2011,nv,nevada,39.5,1653.0,3,,,32
19807,2011,nv,nevada,32.0,345.0,0,,,32
19808,2011,nv,nevada,29.0,1415.0,1,,,32
19809,2011,nv,nevada,20.6,1645.0,2,,,32
19810,2011,nv,nevada,16.5,1683.0,3,,,32
19833,2012,nv,nevada,31.2,398.0,0,,,32
19834,2012,nv,nevada,26.8,1270.0,1,,,32
19835,2012,nv,nevada,27.3,1515.0,2,,,32
19836,2012,nv,nevada,19.2,1402.0,3,,,32
19860,2012,nv,nevada,35.2,398.0,0,,,32
19861,2012,nv,nevada,36.4,1270.0,1,,,32
19862,2012,nv,nevada,35.6,1515.0,2,,,32
19863,2012,nv,nevada,38.3,1402.0,3,,,32
19888,2012,nv,nevada,30.4,447.0,0,,,32
19889,2012,nv,nevada,26.8,1328.0,1,,,32
19890,2012,nv,nevada,17.4,1583.0,2,,,32
19891,2012,nv,nevada,11.9,1470.0,3,,,32
19916,2013,nv,nevada,27.7,327.0,0,,,32
19917,2013,nv,nevada,29.0,1312.0,1,,,32
19918,2013,nv,nevada,25.8,1654.0,2,,,32
19919,2013,nv,nevada,21.4,1566.0,3,,,32
19944,2013,nv,nevada,39.6,327.0,0,,,32
19945,2013,nv,nevada,37.4,1312.0,1,,,32
19946,2013,nv,nevada,40.1,1654.0,2,,,32
19947,2013,nv,nevada,37.2,1566.0,3,,,32
19972,2013,nv,nevada,45.7,313.0,0,,,32
19973,2013,nv,nevada,35.0,1246.0,1,,,32
19974,2013,nv,nevada,35.5,1621.0,2,,,32
19975,2013,nv,nevada,28.7,1525.0,3,,,32
20003,2013,nv,nevada,13.1,1512.0,3,,,32
20016,2013,nv,nevada,19.0,1590.0,2,,,32
20020,2013,nv,nevada,29.8,295.0,0,,,32
20022,2013,nv,nevada,23.1,1225.0,1,,,32
20041,2013,nv,nevada,44.3,308.0,0,,,32
20042,2013,nv,nevada,50.0,1227.0,1,,,32
20057,2013,nv,nevada,19.0,306.0,0,,,32
20058,2013,nv,nevada,21.1,1208.0,1,,,32
20059,2013,nv,nevada,23.8,1579.0,2,,,32
20060,2013,nv,nevada,32.2,1493.0,3,,,32
20093,2013,nv,nevada,29.2,304.0,0,,,32
20094,2013,nv,nevada,28.3,1220.0,1,,,32
20095,2013,nv,nevada,36.2,1589.0,2,,,32
20096,2013,nv,nevada,40.0,1494.0,3,,,32
20111,2013,nv,nevada,31.7,1246.0,1,,,32
20112,2013,nv,nevada,24.4,325.0,0,,,32
20116,2013,nv,nevada,33.8,1625.0,2,,,32
20117,2013,nv,nevada,40.4,1526.0,3,,,32
20139,2013,nv,nevada,31.4,325.0,0,,,32
20140,2013,nv,nevada,27.5,1269.0,1,,,32
20141,2013,nv,nevada,21.3,1650.0,2,,,32
20142,2013,nv,nevada,15.8,1542.0,3,,,32
20167,2014,nv,nevada,37.8,279.0,0,,,32
20168,2014,nv,nevada,26.2,934.0,1,,,32
20169,2014,nv,nevada,27.4,1172.0,2,,,32
20170,2014,nv,nevada,22.6,1161.0,3,,,32
20195,2014,nv,nevada,36.0,279.0,0,,,32
20196,2014,nv,nevada,39.3,934.0,1,,,32
20197,2014,nv,nevada,33.7,1172.0,2,,,32
20198,2014,nv,nevada,34.8,1161.0,3,,,32
20223,2014,nv,nevada,26.7,317.0,0,,,32
